FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid-25a4c101_1886049a808_27d,5334002,3491,Lontzenweg
strassennamen.fid-25a4c101_1886049a808_27e,5334002,3492,Pauwelsstraße
strassennamen.fid-25a4c101_1886049a808_27f,5334002,3493,Am Gut Bau
strassennamen.fid-25a4c101_1886049a808_280,5334002,3494,Am Lütterbüschgen
strassennamen.fid-25a4c101_1886049a808_281,5334002,3495,Im Erb
strassennamen.fid-25a4c101_1886049a808_282,5334002,3496,Krauthausener Heide
strassennamen.fid-25a4c101_1886049a808_283,5334002,3497,Kullenhofwinkel
strassennamen.fid-25a4c101_1886049a808_284,5334002,3498,Paul-Gerhardt-Straße
strassennamen.fid-25a4c101_1886049a808_285,5334002,3499,Purweider Winkel
strassennamen.fid-25a4c101_1886049a808_286,5334002,3500,Schönauer Friede
strassennamen.fid-25a4c101_1886049a808_287,5334002,3501,Soerser Winkel
strassennamen.fid-25a4c101_1886049a808_288,5334002,3502,Buschweg
strassennamen.fid-25a4c101_1886049a808_289,5334002,3503,Girlachsgraben
strassennamen.fid-25a4c101_1886049a808_28a,5334002,3504,Bayersbusch
strassennamen.fid-25a4c101_1886049a808_28b,5334002,3505,Buschbenden
strassennamen.fid-25a4c101_1886049a808_28c,5334002,3506,Gringelsbach
strassennamen.fid-25a4c101_1886049a808_28d,5334002,3507,Hirzenrott
strassennamen.fid-25a4c101_1886049a808_28e,5334002,3508,Pascalstraße
strassennamen.fid-25a4c101_1886049a808_28f,5334002,3509,Romerich
strassennamen.fid-25a4c101_1886049a808_290,5334002,3510,Toledoring
strassennamen.fid-25a4c101_1886049a808_291,5334002,3511,Rote Gasse
strassennamen.fid-25a4c101_1886049a808_292,5334002,3512,Vennbahnweg
strassennamen.fid-25a4c101_1886049a808_293,5334002,3513,Tuchmacherweg
strassennamen.fid-25a4c101_1886049a808_294,5334002,3514,Corrgasse
strassennamen.fid-25a4c101_1886049a808_295,5334002,3515,Severinusplatz
strassennamen.fid-25a4c101_1886049a808_296,5334002,3517,Neukellerweg
strassennamen.fid-25a4c101_1886049a808_297,5334002,3518,Zieglersteg
strassennamen.fid-25a4c101_1886049a808_298,5334002,3519,Wilburgpfad
strassennamen.fid-25a4c101_1886049a808_299,5334002,3520,Philipp-Neri-Weg
strassennamen.fid-25a4c101_1886049a808_29a,5334002,3521,Schwester-Sibylla-Weg
strassennamen.fid-25a4c101_1886049a808_29b,5334002,3522,Franz-Pauly-Straße
strassennamen.fid-25a4c101_1886049a808_29c,5334002,3523,Schönebergstraße
strassennamen.fid-25a4c101_1886049a808_29d,5334002,3524,Am Schiefen Eck
strassennamen.fid-25a4c101_1886049a808_29e,5334002,3525,Schlottfelder Winkel
strassennamen.fid-25a4c101_1886049a808_29f,5334002,3526,Auf dem Knopp
strassennamen.fid-25a4c101_1886049a808_2a0,5334002,3527,Paul-Küpper-Platz
strassennamen.fid-25a4c101_1886049a808_2a1,5334002,3528,Reutershagwinkel
strassennamen.fid-25a4c101_1886049a808_2a2,5334002,3529,Wolferskaulwinkel
strassennamen.fid-25a4c101_1886049a808_2a3,5334002,3530,Heinrich-Thomas-Platz
strassennamen.fid-25a4c101_1886049a808_2a4,5334002,3531,Am Venskyhäuschen
strassennamen.fid-25a4c101_1886049a808_2a5,5334002,3532,Weißdornweg
strassennamen.fid-25a4c101_1886049a808_2a6,5334002,3533,Heinrich-Lehmann-Platz
strassennamen.fid-25a4c101_1886049a808_2a7,5334002,3534,Müselterwinkel
strassennamen.fid-25a4c101_1886049a808_2a8,5334002,3535,Heinrich-Heuser-Weg
strassennamen.fid-25a4c101_1886049a808_2a9,5334002,3536,Im Süsterfeld
strassennamen.fid-25a4c101_1886049a808_2aa,5334002,3537,Jean-Bremen-Straße
strassennamen.fid-25a4c101_1886049a808_2ab,5334002,3538,Lichtenbuscher Weg
strassennamen.fid-25a4c101_1886049a808_2ac,5334002,3539,Wilhelm-Grasmehr-Straße
strassennamen.fid-25a4c101_1886049a808_2ad,5334002,3540,Am Alten Wasserwerk
strassennamen.fid-25a4c101_1886049a808_2ae,5334002,3541,Schurzelter Winkel
strassennamen.fid-25a4c101_1886049a808_2af,5334002,3542,Laurentiushang
strassennamen.fid-25a4c101_1886049a808_2b0,5334002,3543,Schwester-Zita-Weg
strassennamen.fid-25a4c101_1886049a808_2b1,5334002,3544,Hans-Haase-Weg
strassennamen.fid-25a4c101_1886049a808_2b2,5334002,3545,An der Ölmühle
strassennamen.fid-25a4c101_1886049a808_2b3,5334002,3546,Avantisallee
strassennamen.fid-25a4c101_1886049a808_2b4,5334002,3547,Forum
strassennamen.fid-25a4c101_1886049a808_2b5,5334002,3550,Bohr
strassennamen.fid-25a4c101_1886049a808_2b6,5334002,3551,Cavendish
strassennamen.fid-25a4c101_1886049a808_2b7,5334002,3552,Diesel
strassennamen.fid-25a4c101_1886049a808_2b8,5334002,3554,Fourier
strassennamen.fid-25a4c101_1886049a808_2b9,5334002,3557,Galvani
strassennamen.fid-25a4c101_1886049a808_2ba,5334002,3559,Huygens
strassennamen.fid-25a4c101_1886049a808_2bb,5334002,3576,Rutherford
strassennamen.fid-25a4c101_1886049a808_2bc,5334002,3577,Ramsay
strassennamen.fid-25a4c101_1886049a808_2bd,5334002,3578,Snellius
strassennamen.fid-25a4c101_1886049a808_2be,5334002,3583,Auf der Wildnis
strassennamen.fid-25a4c101_1886049a808_2bf,5334002,3584,Sandkull
strassennamen.fid-25a4c101_1886049a808_2c0,5334002,3585,Ulmenallee
strassennamen.fid-25a4c101_1886049a808_2c1,5334002,3586,Benno-Levy-Weg
strassennamen.fid-25a4c101_1886049a808_2c2,5334002,3587,Im Husebruch
strassennamen.fid-25a4c101_1886049a808_2c3,5334002,3588,Cockerillpark
strassennamen.fid-25a4c101_1886049a808_2c4,5334002,3589,An der Wurm
strassennamen.fid-25a4c101_1886049a808_2c5,5334002,3590,Am Gastes
strassennamen.fid-25a4c101_1886049a808_2c6,5334002,3591,Nirmer Weg
strassennamen.fid-25a4c101_1886049a808_2c7,5334002,3592,Pannhauser Winkel
strassennamen.fid-25a4c101_1886049a808_2c8,5334002,3593,Camp Pirotte
strassennamen.fid-25a4c101_1886049a808_2c9,5334002,3594,Im Erdbeerfeld
strassennamen.fid-25a4c101_1886049a808_2ca,5334002,3595,Marita-Loersch-Weg
strassennamen.fid-25a4c101_1886049a808_2cb,5334002,3596,Henger Herrjotts Fott
strassennamen.fid-25a4c101_1886049a808_2cc,5334002,3597,Am Alten Kloster
strassennamen.fid-25a4c101_1886049a808_2cd,5334002,3598,Rollefhof
strassennamen.fid-25a4c101_1886049a808_2ce,5334002,3599,An der Unterbahn
strassennamen.fid-25a4c101_1886049a808_2cf,5334002,3600,Gut Lehmkülchen
strassennamen.fid-25a4c101_1886049a808_2d0,5334002,3601,Auguste-von-Sartorius-Weg
strassennamen.fid-25a4c101_1886049a808_2d1,5334002,3602,In Jenem End
strassennamen.fid-25a4c101_1886049a808_2d2,5334002,3603,Landoltweg
strassennamen.fid-25a4c101_1886049a808_2d3,5334002,3604,An der Kirschkaul
strassennamen.fid-25a4c101_1886049a808_2d4,5334002,3605,Franz-Delheid-Straße
strassennamen.fid-25a4c101_1886049a808_2d5,5334002,3606,Hubert-Spickernagel-Straße
strassennamen.fid-25a4c101_1886049a808_2d6,5334002,3607,Leinergasse
strassennamen.fid-25a4c101_1886049a808_2d7,5334002,3608,Maargasse
strassennamen.fid-25a4c101_1886049a808_2d8,5334002,3609,Maarwinkel
strassennamen.fid-25a4c101_1886049a808_2d9,5334002,3610,Reutersgasse
strassennamen.fid-25a4c101_1886049a808_2da,5334002,3611,Steinrötsch
strassennamen.fid-25a4c101_1886049a808_2db,5334002,3612,Im Gödersfeld
strassennamen.fid-25a4c101_1886049a808_2dc,5334002,3613,Pfarrer-Henn-Weg
strassennamen.fid-25a4c101_1886049a808_2dd,5334002,3614,Brander-Feld-Weg
strassennamen.fid-25a4c101_1886049a808_2de,5334002,3615,Mathias-Wilms-Platz
strassennamen.fid-25a4c101_1886049a808_2df,5334002,3616,Im Klostergarten
strassennamen.fid-25a4c101_1886049a808_2e0,5334002,3617,Arlingtonstraße
strassennamen.fid-25a4c101_1886049a808_2e1,5334002,3618,Kostromastraße
strassennamen.fid-25a4c101_1886049a808_2e2,5334002,3619,Ningbostraße
strassennamen.fid-25a4c101_1886049a808_2e3,5334002,3620,Naumburger Straße
strassennamen.fid-25a4c101_1886049a808_2e4,5334002,3621,Niersteiner Weg
strassennamen.fid-25a4c101_1886049a808_2e5,5334002,3622,Strüverwinkel
strassennamen.fid-25a4c101_1886049a808_2e6,5334002,3623,Professor-Wieler-Straße
strassennamen.fid-25a4c101_1886049a808_2e7,5334002,3624,Friedensweg
strassennamen.fid-25a4c101_1886049a808_2e8,5334002,3626,August-Macke-Straße
strassennamen.fid-25a4c101_1886049a808_2e9,5334002,3627,Paul-Klee-Straße
strassennamen.fid-25a4c101_1886049a808_2ea,5334002,3628,Max-Pechstein-Straße
strassennamen.fid-25a4c101_1886049a808_2eb,5334002,3629,Franz-Marc-Straße
strassennamen.fid-25a4c101_1886049a808_2ec,5334002,3630,Christian-Quix-Straße
strassennamen.fid-25a4c101_1886049a808_2ed,5334002,3631,Wingertsberggasse
strassennamen.fid-25a4c101_1886049a808_2ee,5334002,3632,AachenMünchener-Platz
strassennamen.fid-25a4c101_1886049a808_2ef,5334002,3633,Am Alten Kalkwerk
strassennamen.fid-25a4c101_1886049a808_2f0,5334002,3634,Alter Schlachthof
strassennamen.fid-25a4c101_1886049a808_2f1,5334002,3635,Dohlenweg
strassennamen.fid-25a4c101_1886049a808_2f2,5334002,3636,Heidbendenstraße
strassennamen.fid-25a4c101_1886049a808_2f3,5334002,3637,An den Rollefwiesen
strassennamen.fid-25a4c101_1886049a808_2f4,5334002,3638,Anne-Frank-Straße
strassennamen.fid-25a4c101_1886049a808_2f5,5334002,3639,Am Gutshof
strassennamen.fid-25a4c101_1886049a808_2f6,5334002,3640,Raphaelshöfe
strassennamen.fid-25a4c101_1886049a808_2f7,5334002,3641,Im Vennbahnbogen
strassennamen.fid-25a4c101_1886049a808_2f8,5334002,3642,Am Sportpark Soers
strassennamen.fid-25a4c101_1886049a808_2f9,5334002,3643,Sutroweg
strassennamen.fid-25a4c101_1886049a808_2fa,5334002,3644,Papiermühlenweg
strassennamen.fid-25a4c101_1886049a808_2fb,5334002,3645,Gewerbepark Brand
strassennamen.fid-25a4c101_1886049a808_2fc,5334002,3646,August-Körver-Weg
strassennamen.fid-25a4c101_1886049a808_2fd,5334002,3647,Schroufer Damm
strassennamen.fid-25a4c101_1886049a808_2fe,5334002,3648,Campus-Boulevard
strassennamen.fid-25a4c101_1886049a808_2ff,5334002,3649,Wilfried-König-Straße
strassennamen.fid-25a4c101_1886049a808_300,5334002,3650,Doris-Schachner-Straße
strassennamen.fid-25a4c101_1886049a808_301,5334002,3651,Alois-Riedler-Straße
strassennamen.fid-25a4c101_1886049a808_302,5334002,3652,Maria-Lipp-Straße
strassennamen.fid-25a4c101_1886049a808_303,5334002,3653,Am Kraftversorgungsturm
strassennamen.fid-25a4c101_1886049a808_304,5334002,3654,Schloss-Rahe-Winkel
strassennamen.fid-25a4c101_1886049a808_305,5334002,3655,Alter Tivoli
strassennamen.fid-25a4c101_1886049a808_306,5334002,3656,An der Haupttribüne
strassennamen.fid-25a4c101_1886049a808_307,5334002,3657,Würselener Wall
strassennamen.fid-25a4c101_1886049a808_308,5334002,3658,Stadionweg
strassennamen.fid-25a4c101_1886049a808_309,5334002,3659,Alemannenstraße
strassennamen.fid-25a4c101_1886049a808_30a,5334002,3660,In den Kronprinzengärten
strassennamen.fid-25a4c101_1886049a808_30b,5334002,3661,Hugo-Baurmann-Weg
strassennamen.fid-25a4c101_1886049a808_30c,5334002,3662,Gut Grenzhof
strassennamen.fid-25a4c101_1886049a808_30d,5334002,3663,Abteiblick
strassennamen.fid-25a4c101_1886049a808_30e,5334002,3664,An der alten Waggonfabrik
strassennamen.fid-25a4c101_1886049a808_30f,5334002,3665,An der alten Ziegelei
strassennamen.fid-25a4c101_1886049a808_310,5334002,3666,Holunderweg
strassennamen.fid-25a4c101_1886049a808_311,5334002,3667,Sanddornweg
strassennamen.fid-25a4c101_1886049a808_312,5334002,3668,Schlehenweg
strassennamen.fid-25a4c101_1886049a808_313,5334002,3669,Prinzenhof
strassennamen.fid-25a4c101_1886049a808_314,5334002,3670,Wildenhofweg
strassennamen.fid-25a4c101_1886049a808_315,5334002,3671,An der Schmit
strassennamen.fid-25a4c101_1886049a808_316,5334002,3672,Am Sandhäuschen
strassennamen.fid-25a4c101_1886049a808_317,5334002,3673,An der Birk
strassennamen.fid-25a4c101_1886049a808_318,5334002,3674,Im Roth
strassennamen.fid-25a4c101_1886049a808_319,5334002,3675,Moscheeplatz
strassennamen.fid-25a4c101_1886049a808_31a,5334002,3676,Am Guten Hirten
strassennamen.fid-25a4c101_1886049a808_31b,5334002,3677,Süsterfeldwinkel
strassennamen.fid-25a4c101_1886049a808_31c,5334002,3678,Gabriele-Münter-Straße
strassennamen.fid-25a4c101_1886049a808_31d,5334002,3679,Hanns-Bolz-Straße
strassennamen.fid-25a4c101_1886049a808_31e,5334002,3680,Wassily-Kandinsky-Straße
strassennamen.fid-25a4c101_1886049a808_31f,5334002,3681,Max-Ernst-Straße
strassennamen.fid-25a4c101_1886049a808_320,5334002,3682,An der alten Tuchfabrik
strassennamen.fid-25a4c101_1886049a808_321,5334002,3683,Webergasse
strassennamen.fid-25a4c101_1886049a808_322,5334002,3684,Gravensteinerstraße
strassennamen.fid-25a4c101_1886049a808_323,5334002,3685,Mirabellenweg
strassennamen.fid-25a4c101_1886049a808_324,5334002,3686,Münsterbirnenweg
strassennamen.fid-25a4c101_1886049a808_325,5334002,3687,Quittenweg
strassennamen.fid-25a4c101_1886049a808_326,5334002,3688,Renettenweg
strassennamen.fid-25a4c101_1886049a808_327,5334002,3689,Winkelgasse
strassennamen.fid-25a4c101_1886049a808_328,5334002,3690,Gert-Engels-Platz
strassennamen.fid-25a4c101_1886049a808_329,5334002,3691,Platz der Kinderrechte
strassennamen.fid-25a4c101_1886049a808_32a,5334002,3692,Klenkeshof
